gene_id,gene_symbol,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000100083,,9.6823,9.6236,9.4451,9.2735,9.4700,9.5468,9.4632,9.3837
ENSG00000100084,,7.2144,7.3860,7.1812,7.5626,7.1055,7.1623,7.3757,7.2912
ENSG00000100092,,5.9892,5.3240,6.1742,5.0153,6.1422,5.2543,6.3843,5.2500
ENSG00000100097,,14.2310,14.1444,14.1067,13.8503,14.0328,13.9171,14.1603,13.9101
ENSG00000100099,,9.4258,9.1121,9.4328,9.0480,9.5765,9.1328,9.4609,9.1670
ENSG00000100100,,11.2552,10.9566,11.4174,11.6971,11.1549,10.8667,11.3150,11.6137
ENSG00000100101,,7.6318,7.6966,7.4496,7.2022,7.5531,7.7123,7.4402,7.1151
ENSG00000100104,,7.2884,7.4882,7.4355,7.3011,7.3046,7.3573,7.1626,6.8497
ENSG00000100105,,8.8672,8.5924,8.5794,8.5124,8.5784,8.2380,8.6695,8.5125
ENSG00000100106,,10.1549,10.0129,9.5886,9.3315,9.8114,9.4079,9.9939,9.5700
ENSG00000100109,,9.0405,9.1914,9.0149,8.7659,9.0383,9.1328,8.9830,9.0334
ENSG00000100116,,6.6105,7.3271,6.5715,7.2168,6.3060,7.2188,6.5271,7.3202
ENSG00000100121,,2.2950,2.9440,3.4820,3.3154,1.8268,3.3635,2.4179,2.0622
ENSG00000100124,,8.0108,8.0341,7.8181,7.6723,7.8787,7.7654,7.5192,7.7684
ENSG00000100129,,12.9502,12.9702,12.8767,12.7563,12.7101,12.4900,12.6633,12.6212
ENSG00000100138,,10.2331,10.3602,10.1414,9.9821,10.1163,10.3184,10.0303,10.1280
ENSG00000100139,,9.5588,9.7317,9.2818,8.9294,9.6637,9.6543,9.3012,9.2319
ENSG00000100142,,8.8056,9.0221,8.6480,8.7410,8.5525,8.9427,8.4937,8.8032
ENSG00000100147,,5.2526,4.9075,5.3219,5.2597,5.7224,5.2270,5.7314,5.0339
ENSG00000100150,,7.6175,7.2864,7.8555,7.2736,7.9147,7.7172,7.8667,7.7824
ENSG00000100151,,6.4096,6.0865,6.8722,6.3237,5.9174,5.5902,5.7016,6.0810
ENSG00000100154,,11.1647,10.5266,10.9799,10.0528,11.1794,10.4016,11.0401,10.2721
ENSG00000100156,,2.5569,2.9440,2.1346,1.3176,1.4320,0.0000,2.0902,2.8782
ENSG00000100162,,3.8754,2.9440,2.3893,1.9946,3.3702,3.3635,2.4179,2.0622
ENSG00000100167,,5.2891,4.8529,4.6287,2.4535,3.9482,3.4603,3.8107,1.6403
ENSG00000100181,,7.7346,7.6168,5.8741,5.2024,9.6862,9.2794,7.5278,7.3297
ENSG00000100196,,10.2735,10.5728,10.4193,10.5005,10.3762,10.6072,10.4307,10.5650
ENSG00000100197,,4.2899,3.3114,4.0966,4.1224,4.4181,3.7171,4.3609,3.0723
ENSG00000100201,,13.6535,13.6009,13.4085,13.4673,13.5502,13.5047,13.5151,13.6705
ENSG00000100206,,3.9684,5.6467,4.1664,6.3237,2.9622,5.0516,4.5733,6.1255
ENSG00000100207,,9.7145,9.3178,9.6675,9.4347,9.6591,9.4805,9.5283,9.4572
ENSG00000100209,,7.1662,6.7112,7.1471,6.8754,7.1406,6.7191,7.4129,7.0358
ENSG00000100211,,7.8972,7.7273,7.8449,8.1826,8.0176,7.5998,8.0901,7.8501
ENSG00000100216,,9.6387,9.7145,9.4434,9.4222,9.6347,9.6207,9.3691,9.1401
ENSG00000100219,,10.2424,10.3040,10.2787,9.8600,10.0577,10.3456,10.2443,9.8960
ENSG00000100220,,10.2331,10.1832,10.1272,10.1201,10.1598,10.0502,10.0408,9.9755
ENSG00000100221,,10.0917,10.5654,9.7886,10.4491,10.0862,10.1723,10.1427,10.4746
ENSG00000100225,,10.5746,10.7213,10.7697,10.7721,10.7023,10.5664,10.6822,10.7836
ENSG00000100226,,9.4421,9.2847,9.4078,9.5015,9.3992,9.3507,9.2404,9.6653
ENSG00000100227,,10.8777,10.7393,10.7371,10.5314,10.6741,10.5595,10.7474,10.6483
ENSG00000100228,,7.1662,6.7416,7.6394,7.4190,7.2002,7.5567,7.5941,7.2617
ENSG00000100234,,15.5342,15.0300,15.8220,15.4283,15.6355,14.4593,15.8382,15.1097
ENSG00000100239,,10.1672,10.2989,10.0884,10.1336,10.2956,10.3629,10.1523,10.2421
ENSG00000100241,,11.5782,11.6475,11.4804,11.4768,11.4502,11.7009,11.5102,11.7766
ENSG00000100242,,10.0364,11.9903,9.9992,11.8384,9.3699,10.8512,10.0031,12.1544
ENSG00000100243,,13.4889,13.7656,13.7371,13.7715,13.7501,13.9353,13.3353,13.7894
ENSG00000100246,,7.8612,7.9649,8.1677,7.8601,7.9985,7.7172,7.6341,7.7754
ENSG00000100249,,1.9748,1.0813,2.6057,1.9946,2.1364,1.6527,1.6654,0.0000
ENSG00000100258,,10.6093,10.5760,10.3995,10.3519,10.4393,10.6328,10.4032,10.5169
ENSG00000100263,,8.2285,8.4431,8.2978,8.2264,8.0778,7.9684,8.3378,8.0245
ENSG00000100266,,9.7212,10.1791,9.7002,10.0446,9.5375,10.2749,9.6600,10.3803
ENSG00000100271,,7.9776,7.3470,7.8920,7.5512,7.8630,7.6417,7.5860,7.5657
ENSG00000100280,,10.3831,10.1439,10.4831,10.2389,10.2937,10.4310,10.1161,9.9088
ENSG00000100281,,9.3151,9.3001,9.2072,9.3248,9.2958,9.2027,9.3973,9.4242
ENSG00000100284,,9.5588,9.8533,9.9506,9.9455,10.1174,10.3637,9.7428,9.7261
ENSG00000100285,,5.8248,6.2646,4.5263,4.8004,1.4320,1.9483,5.7314,5.9389
ENSG00000100288,,1.9748,3.3114,2.3893,3.3154,3.7800,2.8939,3.1047,2.0622
ENSG00000100292,,12.0551,10.4812,10.7718,10.3453,11.9775,10.1232,11.8558,10.6568
ENSG00000100294,,7.4011,7.5060,7.3997,7.4926,7.3947,7.6314,7.4759,7.9337
ENSG00000100296,,8.9264,9.2105,9.8745,9.9499,9.1351,9.0399,9.6267,10.1018
ENSG00000100297,,7.8793,8.0341,7.6455,7.8508,7.3353,7.7654,7.6730,8.2061
ENSG00000100298,,1.5626,1.0813,1.8251,1.3176,0.8868,0.7780,0.0000,1.0417
ENSG00000100299,,9.9887,9.8723,9.9920,9.9257,10.0110,10.0905,9.5176,9.5084
ENSG00000100300,,10.9227,11.1050,10.5733,10.7194,10.4507,10.8595,10.9479,11.0886
ENSG00000100302,,5.5817,4.8529,6.2077,3.3154,5.0924,3.6365,6.2672,3.3962
ENSG00000100304,,9.2448,9.9941,8.4524,8.9772,8.6715,9.1992,8.8670,9.2621
ENSG00000100307,,9.5286,9.6154,9.6644,9.9970,9.2320,9.4260,9.5987,10.1321
ENSG00000100314,,1.5626,1.6923,2.3893,1.9946,0.8868,1.9483,2.0902,2.0622
ENSG00000100316,,15.2970,15.3217,14.9085,14.7387,14.8535,14.8046,14.9263,14.8352
ENSG00000100319,,7.2884,7.2232,7.4841,7.2168,7.3123,7.0106,7.3851,7.3009
ENSG00000100320,,12.5897,12.3652,12.5838,12.1455,12.6732,12.2751,12.5038,12.1382
ENSG00000100321,,9.2540,9.2078,9.6216,9.3045,9.1525,9.1236,9.6027,9.5355
ENSG00000100324,,9.4421,9.2743,9.3052,9.2095,9.0751,9.0340,9.2404,9.2769
ENSG00000100325,,9.9263,9.8145,9.9269,9.6801,9.8331,9.7145,9.7281,9.7315
ENSG00000100330,,10.5690,10.3129,10.7349,10.6230,10.6214,10.4945,10.7410,10.5468
ENSG00000100335,,10.0121,10.0020,9.7803,10.1714,9.8689,10.0522,9.8019,10.0085
ENSG00000100336,,7.3502,6.8983,5.9552,5.2597,4.4743,3.6365,4.1998,2.8782
ENSG00000100341,,3.1400,2.9440,2.3893,2.4535,5.7904,4.7785,0.0000,0.0000
ENSG00000100342,,9.8596,9.7203,10.3693,10.4242,9.5972,8.9258,10.3692,10.0218
ENSG00000100344,,7.1857,7.4052,6.1911,6.0589,7.5201,7.6314,4.6992,5.4379
ENSG00000100345,,15.1274,15.2035,15.1907,15.3958,15.4622,15.9145,14.9684,15.2420
ENSG00000100346,,0.9832,1.0813,1.4306,1.9946,1.8268,1.6527,0.0000,0.0000
ENSG00000100347,,9.5456,9.7241,9.3750,9.3968,9.3992,9.2010,9.2247,9.2037
ENSG00000100348,,10.2071,10.3167,10.2122,10.0888,10.0737,9.9723,10.1633,10.0638
ENSG00000100350,,9.4134,8.7615,9.0243,8.6203,9.4526,9.1347,9.4135,8.9023
ENSG00000100353,,11.7644,11.8248,11.8117,11.7093,11.8641,11.8277,11.6635,11.7644
ENSG00000100354,,10.0216,9.6479,10.0229,9.6102,10.0275,9.6860,10.0333,9.7809
ENSG00000100359,,9.6317,9.7449,9.3583,9.2700,9.3992,9.6402,9.2660,9.3996
ENSG00000100360,,9.4175,8.9652,9.3052,8.9557,9.4064,8.8271,9.4764,9.0158
ENSG00000100364,,11.3440,11.0567,10.8619,10.2982,11.2019,10.8799,10.7754,10.5022
ENSG00000100372,,7.8793,7.7424,7.6147,8.1526,7.8311,8.0050,7.9259,7.8633
ENSG00000100376,,9.5286,9.4224,10.3610,9.6563,9.4403,8.9215,9.4203,8.7929
ENSG00000100379,,8.2285,8.1855,8.0341,8.0262,8.2726,8.3113,8.1847,8.3535
ENSG00000100380,,12.7118,12.4933,12.7175,12.5009,12.8456,12.3609,12.6494,12.4885
ENSG00000100385,,2.5569,1.0813,3.4820,2.4535,2.1364,1.6527,2.0902,2.0622
ENSG00000100387,,7.2794,7.3170,7.0672,7.6294,6.8952,7.0106,7.2982,7.3579
ENSG00000100393,,11.1721,11.2745,11.1018,11.1875,11.2236,11.3427,11.0460,11.3752
ENSG00000100395,,8.2747,8.0705,8.4663,8.0987,8.1994,8.2917,8.1186,7.8698
ENSG00000100399,,5.0117,3.9548,5.2594,4.2411,4.4181,3.6365,4.3609,4.4708
ENSG00000100401,,10.6263,11.0200,10.6431,11.0612,11.0461,11.3811,10.6802,11.0137
ENSG00000100403,,11.9407,11.9259,11.8347,11.7222,12.1513,12.3519,11.8055,11.8409
ENSG00000100410,,8.0853,8.2129,7.7628,8.0012,7.9792,8.1464,7.8258,7.9148
ENSG00000100412,,10.1059,10.2201,10.0918,10.0487,10.1119,10.0667,9.8570,10.2141
ENSG00000100413,,9.1611,9.2427,9.1285,9.1985,9.1568,9.4557,9.4340,9.1128
ENSG00000100416,,8.4582,8.8858,8.0526,8.2192,8.2961,8.4825,8.4361,8.4440
ENSG00000100417,,9.1161,9.2481,8.9471,9.1801,8.9593,9.1292,8.8535,9.3206
ENSG00000100418,,9.1512,9.3428,9.0751,9.2560,9.2938,9.2062,9.1300,9.3745
ENSG00000100422,,10.6667,10.5310,10.4130,10.6352,10.5537,10.6243,10.8680,11.0702
ENSG00000100425,,9.5700,9.5089,9.4328,9.2490,9.5408,9.4862,9.3501,9.5999
ENSG00000100426,,8.2883,8.3074,8.0480,8.0012,8.2324,8.5082,7.9514,8.0876
ENSG00000100427,,5.2526,5.0601,3.1094,2.8011,2.3911,2.7481,3.4295,3.3962
ENSG00000100429,,4.0557,4.5434,3.6859,4.4525,4.0254,4.0009,4.4352,4.7797
ENSG00000100439,,10.8896,10.8261,11.1195,10.8891,11.2282,10.6713,10.9684,10.9449
ENSG00000100441,,10.0052,10.1735,10.0996,10.2671,10.1937,10.4960,10.0629,10.4376
ENSG00000100442,,8.8367,9.0252,8.6632,8.6897,8.9444,8.8936,8.6225,8.5415
ENSG00000100445,,6.9552,6.8292,7.1297,6.4766,7.1055,6.8411,6.7178,6.6664
ENSG00000100461,,9.8413,9.7782,9.9320,9.6749,10.0252,9.7851,9.9784,9.5599
ENSG00000100462,,8.2656,8.5587,8.2544,8.3635,8.3868,8.4266,8.2684,8.1853
ENSG00000100473,,0.0000,1.0813,0.8858,0.0000,1.8268,1.6527,3.1047,3.0723
ENSG00000100478,,5.3247,5.5470,6.0131,5.6076,5.3544,5.6115,5.5086,5.8357
ENSG00000100479,,4.7224,4.4726,5.0538,3.3154,4.8162,3.9350,4.1119,4.4708
ENSG00000100483,,6.5058,6.2435,5.7432,6.2408,6.1422,6.3908,6.4030,5.9389
ENSG00000100485,,9.5475,9.9328,9.6201,10.2948,9.6239,9.7400,9.5660,10.3325
ENSG00000100490,,7.3502,7.9968,8.0980,8.3437,8.1002,8.5054,7.5362,8.1905
ENSG00000100503,,10.5228,10.5331,10.5118,10.5212,10.7747,10.8167,10.5347,10.6243
ENSG00000100504,,9.8071,9.9163,9.7163,9.7716,9.9640,10.1516,9.8314,9.9846
ENSG00000100505,,6.8854,6.9117,5.2910,5.0804,4.6309,4.0639,6.0945,5.3281
ENSG00000100519,,9.7817,9.6913,9.6154,9.8390,9.5877,9.5523,9.5514,9.4916
ENSG00000100522,,8.5551,8.9749,8.5438,8.6258,8.5623,8.9109,8.6025,8.7005
ENSG00000100523,,9.5286,9.4799,9.5253,9.0802,9.5797,9.2390,9.5388,9.2445
ENSG00000100526,,5.7218,5.9103,5.6242,6.0589,5.5237,5.9815,5.8983,5.8357
ENSG00000100528,,10.3478,10.5969,10.5260,11.1146,10.3595,10.8711,10.4032,10.7853
ENSG00000100532,,7.3843,7.4334,7.3925,7.8130,7.5531,7.6673,7.4129,7.6668
ENSG00000100554,,9.7128,9.9589,9.7761,10.0116,9.7769,9.8986,9.5987,9.8504
ENSG00000100558,,2.7785,2.7180,2.6057,2.4535,1.8268,3.2596,2.4179,3.0723
ENSG00000100564,,7.0958,7.3371,6.9632,7.2312,7.2331,7.2118,7.3277,7.3486
ENSG00000100567,,9.7785,10.0361,9.7104,9.8762,9.8623,9.8480,9.5367,9.5498
ENSG00000100568,,9.8505,9.9427,9.9294,10.1143,9.9689,10.0444,9.9660,10.1101
ENSG00000100575,,7.5211,7.3470,7.6936,7.8508,7.9646,7.3510,7.5192,7.3202
ENSG00000100577,,7.7012,7.4427,7.8342,7.3808,7.7594,7.3760,7.8464,7.4741
ENSG00000100578,,8.4381,8.1463,8.3955,8.0908,8.2922,7.9096,8.4133,7.9523
ENSG00000100580,,8.5286,8.5798,8.1846,8.8049,8.4892,8.7692,8.4087,8.6251
ENSG00000100583,,3.9684,3.9548,4.5263,3.9932,3.7800,4.1243,3.9182,3.5344
ENSG00000100591,,9.7929,10.0873,10.1261,10.1278,10.0589,10.2137,9.9908,10.1389
ENSG00000100592,,9.6528,8.9094,10.3986,9.0802,9.7755,9.1013,9.9800,8.8066
ENSG00000100593,,0.0000,1.0813,1.8251,0.0000,2.9622,2.1934,1.0607,1.0417
ENSG00000100596,,9.7312,9.5947,9.8119,9.7518,9.7098,9.9328,9.6424,9.8254
ENSG00000100599,,9.4380,9.3102,9.6013,8.8662,9.2032,9.0728,9.4475,9.0651
ENSG00000100600,,9.7212,10.2989,10.0566,10.5020,9.9615,10.2783,9.9691,10.6136
ENSG00000100601,,6.9665,7.1343,7.0209,7.7241,7.4657,7.4951,7.1068,7.3579
ENSG00000100603,,9.9465,9.8619,9.8874,10.0303,10.0600,9.8986,9.9311,10.0085
ENSG00000100605,,8.9915,9.6009,8.8603,9.1501,8.9885,9.3601,9.0347,9.5539
ENSG00000100612,,9.5755,9.7088,9.6794,9.9101,9.5176,9.8003,9.5283,9.6018
ENSG00000100614,,10.1549,10.2508,10.1283,10.6120,10.2288,10.2421,10.2712,10.4713
ENSG00000100625,,8.8056,8.6172,9.3148,8.9426,9.5058,9.0824,9.4982,9.2989
ENSG00000100626,,9.2973,8.2972,9.2359,8.2965,9.2442,8.3654,8.9892,7.8030
ENSG00000100628,,5.1767,6.3850,4.7699,3.8512,4.9007,7.2597,5.5086,4.7797
ENSG00000100629,,5.8737,5.8277,5.9552,6.2690,6.0892,5.5902,5.7016,6.2309
ENSG00000100632,,9.6263,9.7690,9.9407,9.7241,9.8767,9.7376,9.6147,9.3583
ENSG00000100644,,12.0564,12.7925,12.4238,12.7213,12.5650,13.3056,12.0270,12.4743
ENSG00000100647,,9.2973,9.9229,9.5435,10.1881,9.3456,9.6822,9.1605,10.1829
ENSG00000100650,,12.2017,12.3269,12.2849,12.4549,12.2217,12.1429,12.2396,12.3373
ENSG00000100664,,12.0185,11.9444,12.0145,12.0158,12.1615,11.9812,12.3254,12.1348
ENSG00000100678,,0.0000,1.0813,0.0000,0.0000,3.4841,4.6612,0.0000,0.0000
ENSG00000100697,,10.4471,10.4527,10.3849,10.6065,10.5529,10.7808,10.6484,10.8791
ENSG00000100711,,10.4237,10.2469,10.4049,10.3552,9.9541,9.8845,10.5916,10.3985
ENSG00000100714,,9.2284,9.5525,9.4078,9.7839,9.4509,9.7194,9.4430,9.6802
ENSG00000100722,,10.0230,9.9573,10.0635,10.0075,10.2267,10.1084,10.0363,9.9846
ENSG00000100726,,8.5476,8.6853,8.1592,8.1143,8.2765,8.5827,8.3713,8.6096
ENSG00000100731,,11.1052,11.0192,11.2033,11.0109,11.3908,11.2806,11.3430,11.2269
ENSG00000100739,,7.8491,6.6159,7.4213,5.0153,7.7594,6.3785,7.7623,5.1243
ENSG00000100744,,8.8212,8.9128,8.6931,8.9027,8.4755,8.2684,8.4894,8.4614
ENSG00000100749,,6.2521,6.6801,6.1572,6.2690,6.4248,6.3280,5.9750,6.3100
ENSG00000100764,,10.5727,10.6827,10.6215,10.7168,10.4887,10.5575,10.5209,10.5761
ENSG00000100767,,6.9323,7.1457,7.3925,8.6312,6.8640,7.9096,7.0250,8.5041
ENSG00000100784,,7.2144,4.7961,7.0209,4.4525,7.0966,4.1823,7.4847,5.4727
ENSG00000100796,,10.2769,10.0468,10.0111,10.0012,10.2481,9.9147,10.1133,9.8570
ENSG00000100802,,7.0646,6.7265,7.1033,6.8937,7.2002,6.6386,7.1516,6.6360
ENSG00000100804,,10.2803,10.2912,10.2316,10.1695,10.0760,10.1786,10.1245,10.0218
ENSG00000100811,,11.0787,11.1326,10.9462,11.2410,11.1602,11.1713,11.1971,11.2083
ENSG00000100813,,12.2357,12.0662,12.1208,11.8141,12.2850,11.8103,12.0916,11.8459
ENSG00000100814,,9.1135,9.1063,9.1065,9.1689,8.8171,8.6561,8.9984,9.2621
ENSG00000100815,,10.2916,10.2770,10.5293,10.5545,10.6376,10.5368,10.4454,10.4221
ENSG00000100823,,11.0229,10.9230,10.8267,10.3781,10.7162,10.2404,10.7520,10.4659
ENSG00000100836,,9.9263,10.0932,9.7578,9.7087,9.7487,9.5700,9.8019,9.5680
ENSG00000100842,,8.5094,7.7349,7.6516,7.2874,7.8365,7.1110,8.2166,7.5897
ENSG00000100852,,10.7460,10.6866,10.6137,10.9127,10.9253,10.9731,10.7816,10.9056
ENSG00000100865,,8.5774,8.5714,8.8967,8.6203,8.7758,8.7668,8.6384,8.3628
ENSG00000100867,,1.9748,4.7369,1.8251,0.0000,0.0000,1.9483,1.0607,1.0417
ENSG00000100883,,9.6823,9.7336,9.7307,9.9736,9.9392,9.9967,9.8106,9.9151
ENSG00000100888,,10.7485,10.5590,10.7960,10.6832,10.7543,10.7637,10.6678,10.7422
ENSG00000100889,,8.4093,8.2020,8.8364,8.3958,8.3155,8.3654,8.5658,8.5739
ENSG00000100890,,0.0000,2.1203,2.3893,1.9946,1.8268,1.2807,1.6654,2.3881
ENSG00000100897,,9.6840,9.8234,9.5950,9.8647,9.5292,9.6402,9.6716,9.8135
ENSG00000100902,,5.2891,5.3240,5.2271,5.2024,4.9007,4.8518,5.7314,4.9375
ENSG00000100906,,8.6281,9.9079,8.6047,9.2383,8.8731,9.0937,8.5323,9.5900
ENSG00000100908,,5.6108,5.7401,6.2724,5.9236,6.0892,6.6592,6.2259,5.7812
ENSG00000100911,,9.7624,9.5737,9.6324,9.1039,9.5941,9.0937,9.4830,9.0680
ENSG00000100916,,7.6031,7.5836,7.1384,7.8414,7.4518,7.4604,7.1950,7.6365
ENSG00000100918,,5.6674,5.3636,5.6968,4.2411,5.2932,4.6612,5.2858,5.1674
ENSG00000100926,,6.4585,6.5487,6.3037,6.6149,6.3666,6.5643,6.2672,6.0810
ENSG00000100934,,11.9468,11.8061,11.7391,11.9101,11.7081,11.9332,12.0229,11.9112
ENSG00000100938,,10.0617,10.2822,10.0760,10.2210,9.9762,9.9516,9.9707,10.1789
ENSG00000100941,,10.6245,10.7450,10.6238,10.7079,10.8437,10.7948,10.6307,10.6454
ENSG00000100949,,8.3715,8.2237,8.3323,8.2549,8.2446,8.0678,8.0901,8.0876
ENSG00000100968,,12.1748,12.0041,11.9538,11.2665,12.2982,11.6408,11.9610,11.4042
ENSG00000100979,,13.0085,12.6623,12.8113,12.5609,12.9028,12.6388,12.4194,12.0204
ENSG00000100982,,9.1976,9.2078,9.0196,8.8981,8.9788,8.9489,9.0227,9.0962
ENSG00000100983,,9.5016,9.1996,9.5727,8.9557,9.4172,9.2560,9.1046,8.8635
ENSG00000100991,,11.2343,11.1847,11.0923,11.1368,11.2530,11.1739,11.0274,11.1246
ENSG00000100994,,11.0930,11.7943,11.2942,11.8756,11.3631,11.7409,11.2366,11.9250
ENSG00000100997,,10.1237,10.4060,10.2296,10.5645,10.1853,10.1980,10.0847,10.4659
ENSG00000101000,,7.9608,8.0585,8.2703,7.8130,7.8578,7.4486,8.2008,7.6892
ENSG00000101003,,4.7224,4.7961,4.8569,5.3149,4.1685,4.5334,5.6712,4.2478
ENSG00000101004,,8.9832,8.6049,9.1198,8.2407,9.0886,8.4622,9.0287,8.5619
ENSG00000101017,,6.3417,7.1794,6.5586,7.2455,4.6795,5.7710,6.8729,7.3202
ENSG00000101019,,9.4860,9.4822,9.4486,9.5396,9.5717,9.4034,9.3996,9.4331
ENSG00000101040,,9.3327,9.1858,9.3206,8.9294,9.1110,8.9151,8.9922,8.7825
ENSG00000101049,,3.5541,2.7180,3.5875,3.6937,4.0254,2.4029,3.2762,2.0622
ENSG00000101052,,9.6458,9.5737,9.5981,9.5936,9.7054,9.5371,9.7057,9.6444
ENSG00000101057,,1.9748,3.4651,3.4820,3.5169,3.2466,1.9483,2.9100,2.0622
ENSG00000101079,,9.6174,9.0466,10.1479,9.7493,9.9380,9.2560,10.1090,9.6672
ENSG00000101082,,0.0000,1.6923,0.0000,2.4535,1.4320,0.7780,1.6654,1.0417
ENSG00000101084,,4.4913,5.0601,3.9460,3.9932,3.5896,5.0201,5.1155,4.5381
ENSG00000101096,,3.1400,1.6923,2.3893,1.9946,2.1364,0.7780,2.9100,2.3881
ENSG00000101098,,5.0117,5.0110,6.7862,5.6511,6.1247,4.4415,5.5426,4.8342
ENSG00000101104,,8.9030,9.1150,8.5005,8.0829,8.5816,8.2380,8.1847,8.0820
ENSG00000101109,,9.8702,9.5001,9.5678,9.5222,9.9907,9.7182,9.8263,9.6155
ENSG00000101115,,3.8754,3.9548,3.8644,2.4535,2.9622,2.8939,3.1047,0.0000
ENSG00000101126,,10.8000,10.5483,10.7110,10.6052,10.8760,10.6184,10.7428,10.4042
ENSG00000101132,,8.4781,8.3023,8.3991,8.7659,8.8493,8.4854,8.5781,8.6968
ENSG00000101134,,8.9321,8.3226,8.3399,7.4563,8.0081,7.3190,9.4066,7.9646
ENSG00000101138,,9.1782,8.9161,8.9521,8.7207,9.0931,9.4395,9.2913,9.0217
ENSG00000101146,,8.9000,8.8513,8.8203,8.6581,8.9739,8.7014,8.8261,8.8991
ENSG00000101150,,11.7477,12.0389,11.8661,11.9848,11.6785,12.0385,11.6440,12.0858
ENSG00000101152,,10.8243,10.9436,10.8347,10.9782,10.7592,11.0998,10.8554,10.9215
ENSG00000101158,,9.8428,9.8826,9.6554,9.5740,9.6051,9.6658,9.7001,9.6969
ENSG00000101160,,10.7534,10.9910,11.0850,11.1520,11.2454,11.4342,11.0681,11.1280
ENSG00000101161,,10.9176,10.9989,10.8659,10.8288,10.9571,11.0344,10.7483,10.9277
ENSG00000101162,,1.5626,2.4499,1.8251,1.9946,4.2351,4.3932,1.0607,1.0417
ENSG00000101166,,9.2071,9.4640,9.2113,9.4685,9.2722,9.3268,9.3012,9.2344
ENSG00000101181,,8.7737,8.8858,8.5984,8.6203,8.8306,8.7949,8.3760,8.3858
ENSG00000101182,,10.6624,11.0021,10.4702,10.5673,10.4810,10.8567,10.4239,10.7180
ENSG00000101187,,3.1400,2.7180,3.1094,2.8011,3.7800,2.5858,3.9182,2.6539
ENSG00000101189,,8.5737,8.7872,8.2663,8.5241,8.4229,8.6067,8.5533,8.7929
ENSG00000101190,,8.3800,8.6172,8.7735,8.9116,8.6442,8.8157,8.7335,8.7260
ENSG00000101191,,10.6236,10.5090,10.4771,10.5270,10.6253,10.5953,10.4610,10.6048
ENSG00000101193,,8.8274,8.7162,8.7223,8.8845,8.5427,8.5746,8.9034,8.9276
ENSG00000101194,,6.5058,6.3656,5.9152,5.7742,5.5237,5.6934,6.6096,6.2309
ENSG00000101199,,10.7849,10.8226,10.5301,10.3797,10.6673,10.7708,10.5619,10.4853
ENSG00000101210,,4.5527,4.3198,5.1603,4.6369,2.6076,2.1934,4.8151,5.1243
ENSG00000101213,,1.9748,2.4499,3.4820,1.9946,2.3911,3.0264,3.1047,2.0622
ENSG00000101216,,8.5324,8.3961,8.2504,8.2619,8.3459,8.3242,8.3760,8.4085
ENSG00000101220,,9.1636,8.9876,8.8444,9.1727,8.6038,8.8271,9.0014,9.2965
ENSG00000101222,,2.9705,3.3114,3.3682,2.8011,1.4320,2.4029,1.6654,1.6403
ENSG00000101224,,11.6620,11.2874,11.2002,10.9338,11.8262,10.4852,11.5437,11.1777
ENSG00000101230,,5.2151,6.4783,5.5738,6.4523,3.6879,3.8660,5.6083,6.2104
ENSG00000101236,,11.0498,11.0575,10.9186,11.4609,11.4628,12.0267,10.9746,11.6602
ENSG00000101246,,8.6317,8.4478,8.9120,8.6038,8.6319,8.3964,8.8122,8.4440
ENSG00000101247,,6.6809,6.7566,6.9923,6.8194,6.5992,6.9113,6.7178,6.6664
ENSG00000101251,,0.0000,0.0000,2.1346,1.9946,0.0000,1.2807,0.0000,1.6403
ENSG00000101255,,8.6703,7.8717,8.5039,7.0317,8.0732,7.0578,9.0106,7.8301
ENSG00000101265,,11.1555,10.3078,11.5801,10.0467,9.7671,8.8806,11.4153,10.4853
ENSG00000101266,,10.8611,10.7866,10.8036,10.7597,10.9742,10.9347,10.7346,10.6378
ENSG00000101278,,5.4265,6.0865,4.0966,5.0153,3.2466,4.3932,4.3609,4.7230
ENSG00000101280,,0.9832,1.0813,2.1346,0.0000,2.1364,1.9483,0.0000,0.0000
ENSG00000101290,,10.6147,11.0650,10.4992,11.4354,10.5812,11.2525,10.7133,11.6205
ENSG00000101294,,11.1375,11.2390,11.3370,11.3248,11.3077,11.4706,11.2700,11.2597
ENSG00000101298,,8.2143,8.1800,8.1245,7.5964,8.3078,8.0485,7.9577,7.8030
ENSG00000101307,,7.2333,7.2446,7.6455,7.1425,6.9946,7.4894,7.2267,7.4481
ENSG00000101310,,8.9465,8.9971,9.1021,8.9116,9.0751,9.0360,8.7662,8.7581
ENSG00000101311,,6.3590,5.6785,5.7658,4.8756,6.0711,5.7328,5.3254,5.5399
ENSG00000101333,,8.7312,9.1092,9.1609,9.6510,9.1373,10.3021,8.3378,8.8602
ENSG00000101335,,11.6980,12.1131,12.8757,13.0200,12.5928,13.2924,12.1881,12.6574
ENSG00000101337,,10.9073,10.8029,11.0691,10.9567,10.9936,10.9874,10.8970,10.8992
ENSG00000101342,,2.7785,5.9629,2.1346,6.8570,2.3911,5.3585,2.4179,6.7820
ENSG00000101343,,9.3947,9.4106,9.4060,9.7061,9.2821,9.4805,9.3668,9.5999
ENSG00000101346,,11.0351,10.9038,11.2188,11.1175,10.8915,11.0106,11.1267,11.1490
